word,star_1,star_2,star_3,star_4,star_5
consid,5.0,7.0,8.0,8.0,245.0
attack,0.0,0.0,3.0,19.0,85.0
control,0.0,0.0,0.0,2.0,86.0
govern,0.0,1.0,0.0,0.0,9.0
enforc,0.0,0.0,0.0,0.0,16.0
guidelin,0.0,0.0,0.0,1.0,29.0
depend,0.0,2.0,4.0,1.0,38.0
space,1.0,1.0,1.0,2.0,111.0
full,4.0,5.0,17.0,27.0,536.0
war,6.0,13.0,14.0,46.0,2160.0
ii,0.0,0.0,0.0,1.0,23.0
human,0.0,1.0,0.0,0.0,180.0
whose,1.0,0.0,1.0,1.0,36.0
conscious,0.0,0.0,0.0,0.0,15.0
elev,6.0,8.0,5.0,18.0,271.0
nobodi,1.0,0.0,1.0,1.0,14.0
enemi,0.0,0.0,0.0,0.0,8.0
side,0.0,4.0,5.0,11.0,139.0
die,0.0,1.0,5.0,8.0,133.0
lifetim,1.0,0.0,0.0,0.0,56.0
deepli,0.0,1.0,0.0,5.0,107.0
medit,0.0,0.0,0.0,0.0,6.0
reason,7.0,3.0,8.0,14.0,191.0
segment,0.0,0.0,0.0,2.0,37.0
rais,1.0,1.0,1.0,0.0,37.0
anim,0.0,3.0,1.0,2.0,27.0
ultim,0.0,1.0,1.0,2.0,30.0
god,0.0,1.0,1.0,1.0,84.0
invok,0.0,0.0,0.0,1.0,5.0
forc,0.0,4.0,3.0,3.0,250.0
larg,2.0,1.0,3.0,2.0,82.0
along,3.0,1.0,4.0,12.0,379.0
evolut,0.0,0.0,0.0,1.0,21.0
gave,2.0,3.0,3.0,20.0,688.0
realist,1.0,0.0,1.0,1.0,46.0
ie,42.0,37.0,78.0,283.0,6684.0
high,11.0,18.0,14.0,57.0,2478.0
tri,23.0,19.0,26.0,65.0,1943.0
key,4.0,4.0,9.0,31.0,314.0
perspect,2.0,1.0,1.0,4.0,369.0
role,0.0,1.0,0.0,6.0,153.0
respons,4.0,1.0,1.0,1.0,70.0
team,1.0,2.0,3.0,21.0,814.0
playbook,0.0,0.0,0.0,0.0,10.0
strategi,0.0,1.0,1.0,2.0,269.0
final,6.0,7.0,8.0,19.0,398.0
navig,0.0,1.0,1.0,3.0,83.0
rise,0.0,1.0,0.0,2.0,11.0
teach,30.0,22.0,54.0,101.0,5130.0
us,85.0,77.0,179.0,502.0,11116.0
build,4.0,3.0,6.0,23.0,652.0
narrat,1.0,1.0,3.0,4.0,24.0
foi,0.0,0.0,0.0,1.0,24.0
meu,0.0,0.0,0.0,0.0,22.0
primeiro,0.0,0.0,0.0,0.0,6.0
sobr,0.0,0.0,0.0,1.0,127.0
isso,0.0,0.0,0.0,0.0,8.0
deve,1.0,4.0,6.0,23.0,603.0
ser,32.0,14.0,26.0,104.0,3774.0
em,63.0,51.0,80.0,205.0,4700.0
na,36.0,34.0,45.0,112.0,5117.0
minha,0.0,0.0,0.0,0.0,28.0
ou,192.0,185.0,435.0,1695.0,37374.0
seja,0.0,0.0,0.0,0.0,6.0
quem,0.0,0.0,0.0,0.0,20.0
saber,0.0,0.0,0.0,1.0,25.0
important,0.0,0.0,0.0,2.0,132.0
tenho,0.0,0.0,0.0,0.0,8.0
bastant,0.0,0.0,0.0,5.0,93.0
como,0.0,0.0,3.0,2.0,216.0
um,30.0,26.0,38.0,67.0,1486.0
ia,27.0,26.0,43.0,84.0,2712.0
e,280.0,244.0,685.0,2627.0,53158.0
principalment,0.0,0.0,0.0,0.0,8.0
preciso,0.0,0.0,0.0,0.0,10.0
uma,0.0,1.0,0.0,2.0,221.0
empresa,0.0,0.0,0.0,1.0,7.0
fazer,0.0,0.0,0.0,1.0,13.0
algo,0.0,0.0,2.0,10.0,53.0
assim,0.0,0.0,0.0,0.0,44.0
os,33.0,30.0,53.0,109.0,2528.0
nest,8.0,4.0,6.0,4.0,151.0
dica,0.0,0.0,0.0,0.0,9.0
buscar,0.0,0.0,0.0,0.0,9.0
nosso,0.0,0.0,0.0,0.0,6.0
objetivo,0.0,0.0,0.0,0.0,7.0
conhecimento,0.0,0.0,0.0,1.0,18.0
qualidad,0.0,0.0,0.0,1.0,8.0
tem,5.0,8.0,9.0,30.0,572.0
assunto,0.0,0.0,0.0,1.0,12.0
pessoa,0.0,0.0,0.0,0.0,14.0
eu,1.0,0.0,0.0,6.0,316.0
review,11.0,9.0,16.0,12.0,421.0
popular,0.0,0.0,0.0,3.0,30.0
none,2.0,4.0,3.0,5.0,80.0
pioneer,0.0,0.0,0.0,3.0,15.0
founder,0.0,0.0,0.0,1.0,19.0
bore,20.0,9.0,13.0,17.0,319.0
detail,8.0,5.0,40.0,74.0,892.0
easier,1.0,0.0,1.0,16.0,398.0
said,6.0,6.0,8.0,11.0,119.0
theoret,1.0,2.0,8.0,8.0,69.0
programm,1.0,2.0,4.0,6.0,397.0
join,1.0,0.0,1.0,1.0,198.0
chang,13.0,9.0,15.0,30.0,900.0
modern,0.0,3.0,0.0,3.0,50.0
geniu,0.0,0.0,0.0,1.0,30.0
master,0.0,2.0,3.0,3.0,473.0
sir,1.0,1.0,4.0,31.0,720.0
car,5.0,3.0,2.0,38.0,1135.0
chat,0.0,0.0,0.0,0.0,7.0
simpler,0.0,0.0,1.0,3.0,31.0
usag,0.0,1.0,1.0,1.0,54.0
explor,0.0,0.0,2.0,12.0,238.0
almost,4.0,2.0,7.0,7.0,207.0
everywher,0.0,0.0,0.0,0.0,65.0
rule,1.0,0.0,3.0,1.0,33.0
capabl,0.0,1.0,1.0,5.0,129.0
bring,3.0,1.0,3.0,6.0,221.0
disrupt,1.0,0.0,0.0,0.0,8.0
becom,2.0,0.0,3.0,13.0,605.0
electr,0.0,0.0,0.0,1.0,31.0
leverag,0.0,0.0,0.0,1.0,31.0
unbeliev,0.0,0.0,0.0,0.0,14.0
strong,3.0,3.0,5.0,10.0,448.0
faculti,0.0,0.0,0.0,5.0,122.0
dr,12.0,8.0,27.0,190.0,5305.0
associ,0.0,0.0,0.0,4.0,64.0
india,0.0,0.0,2.0,1.0,49.0
alway,1.0,2.0,10.0,28.0,623.0
children,0.0,0.0,0.0,0.0,70.0
graduat,0.0,1.0,0.0,2.0,110.0
heard,1.0,1.0,2.0,4.0,72.0
buzz,1.0,1.0,0.0,1.0,22.0
mrandrew,0.0,0.0,0.0,2.0,19.0
lucid,0.0,0.0,0.0,2.0,70.0
patienc,1.0,0.0,1.0,2.0,34.0
fortun,4.0,4.0,3.0,4.0,60.0
friend,1.0,3.0,2.0,6.0,787.0
coursethank,0.0,0.0,0.0,7.0,52.0
updat,3.0,7.0,8.0,37.0,86.0
oneself,0.0,0.0,0.0,0.0,19.0
happen,6.0,1.0,3.0,5.0,122.0
myth,0.0,0.0,0.0,5.0,35.0
success,1.0,0.0,2.0,5.0,336.0
failur,0.0,0.0,0.0,1.0,17.0
result,7.0,3.0,3.0,4.0,197.0
may,6.0,16.0,21.0,60.0,454.0
instantli,0.0,0.0,0.0,0.0,9.0
type,7.0,4.0,3.0,14.0,198.0
news,0.0,1.0,0.0,2.0,10.0
letter,0.0,0.0,0.0,2.0,4.0
paper,0.0,0.0,1.0,0.0,27.0
kumar,0.0,0.0,0.0,0.0,7.0
sharma,0.0,0.0,0.0,0.0,8.0
belong,0.0,0.0,0.0,0.0,22.0
non,6.0,7.0,10.0,37.0,438.0
understood,3.0,2.0,4.0,15.0,243.0
importantli,0.0,0.0,0.0,1.0,94.0
cannot,9.0,5.0,11.0,11.0,201.0
confid,0.0,1.0,3.0,13.0,961.0
abl,18.0,13.0,31.0,72.0,2151.0
suitabl,0.0,0.0,0.0,3.0,138.0
effici,2.0,0.0,0.0,8.0,636.0
differ,8.0,12.0,22.0,45.0,943.0
ml,5.0,5.0,23.0,77.0,413.0
deriv,1.0,0.0,0.0,0.0,10.0
behavior,1.0,1.0,0.0,1.0,33.0
gather,0.0,0.0,1.0,0.0,41.0
sourc,6.0,8.0,9.0,28.0,464.0
connect,5.0,2.0,3.0,6.0,125.0
pattern,0.0,0.0,0.0,0.0,41.0
mayb,2.0,5.0,14.0,32.0,124.0
pick,1.0,2.0,0.0,2.0,137.0
trend,0.0,0.0,0.0,2.0,25.0
oper,8.0,9.0,16.0,17.0,320.0
proof,1.0,0.0,0.0,0.0,10.0
except,2.0,0.0,4.0,12.0,377.0
demystifi,0.0,0.0,0.0,1.0,32.0
comfort,1.0,0.0,1.0,3.0,199.0
elearn,0.0,0.0,0.0,1.0,41.0
short,10.0,5.0,8.0,30.0,645.0
flow,3.0,1.0,4.0,3.0,186.0
sequenti,1.0,0.0,0.0,0.0,19.0
onpoint,0.0,0.0,0.0,0.0,7.0
avail,2.0,6.0,2.0,14.0,306.0
real,44.0,44.0,76.0,233.0,7951.0
wit,18.0,19.0,29.0,55.0,915.0
charm,0.0,0.0,0.0,0.0,22.0
deliveri,0.0,4.0,5.0,6.0,155.0
deed,0.0,0.0,0.0,0.0,6.0
hook,0.0,1.0,0.0,0.0,32.0
effort,5.0,6.0,4.0,18.0,517.0
true,0.0,1.0,2.0,3.0,129.0
truth,0.0,0.0,0.0,0.0,26.0
aim,3.0,0.0,4.0,5.0,104.0
destroy,0.0,0.0,0.0,0.0,10.0
race,0.0,0.0,0.0,1.0,19.0
hard,28.0,28.0,52.0,105.0,618.0
whi,12.0,9.0,10.0,20.0,530.0
potenti,0.0,2.0,2.0,6.0,158.0
alot,2.0,0.0,2.0,8.0,305.0
internet,4.0,1.0,6.0,26.0,175.0
overload,1.0,1.0,0.0,0.0,9.0
info,31.0,37.0,75.0,221.0,3640.0
nois,2.0,2.0,3.0,4.0,7.0
focu,7.0,9.0,15.0,12.0,519.0
second,7.0,5.0,5.0,12.0,231.0
criteria,0.0,0.0,0.0,0.0,6.0
util,0.0,0.0,2.0,2.0,156.0
near,1.0,3.0,3.0,6.0,66.0
among,0.0,0.0,1.0,3.0,50.0
furthermor,0.0,0.0,0.0,1.0,32.0
factor,0.0,1.0,3.0,2.0,33.0
select,1.0,1.0,2.0,1.0,40.0
dealt,0.0,0.0,2.0,1.0,14.0
style,3.0,4.0,5.0,12.0,444.0
enthusiast,1.0,2.0,1.0,6.0,129.0
care,4.0,1.0,2.0,31.0,915.0
audienc,0.0,1.0,4.0,8.0,62.0
promot,0.0,0.0,0.0,1.0,14.0
ethic,0.0,0.0,0.0,7.0,55.0
complic,1.0,2.0,8.0,14.0,116.0
access,8.0,5.0,15.0,76.0,573.0
appropri,1.0,2.0,1.0,1.0,85.0
certainli,1.0,0.0,1.0,3.0,140.0
knew,1.0,3.0,2.0,2.0,430.0
refresh,0.0,1.0,1.0,4.0,402.0
quick,3.0,2.0,6.0,11.0,344.0
cheer,1.0,2.0,0.0,4.0,83.0
compet,1.0,0.0,0.0,1.0,113.0
wellprepar,0.0,0.0,0.0,0.0,8.0
brief,1.0,3.0,8.0,21.0,123.0
narrow,0.0,0.0,1.0,0.0,7.0
reveal,0.0,0.0,0.0,0.0,25.0
sound,22.0,25.0,29.0,40.0,76.0
involv,1.0,3.0,5.0,7.0,247.0
theori,4.0,2.0,6.0,21.0,171.0
cofound,0.0,0.0,0.0,1.0,7.0
learnt,2.0,1.0,5.0,40.0,1101.0
decis,1.0,1.0,0.0,0.0,124.0
routin,0.0,1.0,0.0,0.0,63.0
task,2.0,2.0,7.0,14.0,314.0
flexibl,0.0,0.0,0.0,1.0,62.0
encourag,3.0,1.0,3.0,9.0,367.0
improv,7.0,6.0,27.0,68.0,1310.0
awar,1.0,1.0,3.0,4.0,183.0
hour,5.0,6.0,4.0,11.0,212.0
ourselv,0.0,0.0,1.0,0.0,46.0
latest,0.0,0.0,0.0,4.0,36.0
acquir,0.0,2.0,0.0,2.0,194.0
neither,0.0,0.0,0.0,1.0,16.0
optimist,0.0,0.0,0.0,1.0,17.0
convinc,0.0,1.0,0.0,3.0,42.0
exactli,2.0,4.0,1.0,6.0,147.0
part,15.0,27.0,35.0,121.0,1186.0
exclus,1.0,0.0,0.0,1.0,5.0
googl,12.0,8.0,8.0,17.0,844.0
share,1.0,1.0,2.0,9.0,534.0
hot,0.0,0.0,2.0,3.0,32.0
andor,0.0,0.0,2.0,2.0,20.0
sever,5.0,8.0,16.0,21.0,1428.0
robust,0.0,0.0,1.0,0.0,9.0
block,1.0,0.0,0.0,1.0,66.0
add,5.0,15.0,16.0,38.0,584.0
dive,0.0,0.0,2.0,8.0,213.0
special,14.0,10.0,29.0,38.0,959.0
anyway,0.0,2.0,1.0,8.0,71.0
strongli,2.0,0.0,2.0,5.0,247.0
rel,14.0,14.0,23.0,60.0,945.0
individu,1.0,1.0,4.0,9.0,132.0
kick,0.0,0.0,0.0,5.0,70.0
till,4.0,9.0,20.0,63.0,691.0
end,37.0,31.0,46.0,141.0,6909.0
global,0.0,0.0,0.0,4.0,21.0
desper,0.0,1.0,0.0,0.0,8.0
gradual,0.0,0.0,0.0,0.0,51.0
certain,4.0,1.0,5.0,7.0,259.0
within,0.0,5.0,4.0,5.0,192.0
obtain,1.0,1.0,0.0,2.0,54.0
cyber,10.0,18.0,34.0,137.0,424.0
secur,9.0,18.0,35.0,128.0,450.0
therefor,2.0,1.0,4.0,2.0,52.0
sincer,2.0,0.0,0.0,0.0,87.0
gratitud,0.0,0.0,0.0,2.0,80.0
superb,0.0,1.0,0.0,6.0,204.0
humor,1.0,0.0,0.0,0.0,193.0
listen,5.0,6.0,9.0,8.0,234.0
illustr,0.0,0.0,2.0,1.0,108.0
difficult,15.0,25.0,80.0,116.0,658.0
rich,0.0,1.0,1.0,5.0,150.0
wealth,0.0,0.0,0.0,2.0,30.0
joy,1.0,5.0,14.0,68.0,3074.0
piqu,0.0,0.0,0.0,0.0,9.0
stori,2.0,6.0,1.0,8.0,123.0
man,25.0,38.0,53.0,107.0,3742.0
moral,0.0,0.0,0.0,1.0,6.0
ceo,0.0,0.0,1.0,1.0,27.0
either,1.0,3.0,4.0,5.0,104.0
disclaim,0.0,0.0,1.0,0.0,6.0
assur,0.0,0.0,2.0,1.0,38.0
budget,1.0,0.0,1.0,0.0,4.0
self,0.0,2.0,1.0,8.0,385.0
fro,0.0,0.0,1.0,1.0,39.0
suppli,0.0,1.0,0.0,0.0,7.0
chain,1.0,0.0,1.0,1.0,4.0
contribut,1.0,0.0,0.0,1.0,94.0
lean,0.0,0.0,3.0,1.0,130.0
accur,0.0,0.0,0.0,4.0,47.0
today,0.0,0.0,0.0,5.0,139.0
bird,0.0,0.0,0.0,1.0,9.0
hand,6.0,6.0,12.0,24.0,537.0
push,2.0,2.0,1.0,3.0,61.0
stage,1.0,0.0,0.0,3.0,98.0
clarifi,0.0,1.0,2.0,0.0,62.0
describ,4.0,2.0,1.0,3.0,124.0
sub,21.0,20.0,28.0,48.0,1185.0
format,1.0,0.0,3.0,16.0,267.0
timelin,0.0,0.0,0.0,0.0,11.0
scope,0.0,2.0,2.0,5.0,38.0
multipl,4.0,2.0,4.0,6.0,78.0
choos,1.0,2.0,0.0,1.0,96.0
code,16.0,23.0,58.0,97.0,1129.0
bias,0.0,0.0,0.0,1.0,14.0
hack,0.0,4.0,3.0,3.0,50.0
fed,0.0,1.0,0.0,2.0,6.0
correct,6.0,7.0,12.0,15.0,168.0
order,4.0,3.0,4.0,11.0,236.0
correctli,1.0,1.0,0.0,2.0,32.0
discov,1.0,0.0,1.0,4.0,171.0
pro,70.0,69.0,162.0,418.0,12928.0
con,75.0,82.0,170.0,398.0,8397.0
protect,0.0,0.0,1.0,1.0,7.0
electron,0.0,0.0,0.0,0.0,8.0
progress,2.0,1.0,1.0,2.0,233.0
dream,1.0,0.0,0.0,1.0,63.0
univers,4.0,4.0,3.0,10.0,922.0
year,4.0,7.0,3.0,9.0,801.0
guru,0.0,1.0,0.0,0.0,16.0
entail,0.0,0.0,0.0,0.0,12.0
pleas,10.0,6.0,18.0,28.0,457.0
veteran,0.0,0.0,0.0,0.0,8.0
immens,0.0,0.0,0.0,1.0,81.0
nittygritti,0.0,0.0,0.0,0.0,6.0
couldnt,6.0,2.0,5.0,8.0,93.0
prais,0.0,0.0,1.0,0.0,18.0
ibm,25.0,30.0,18.0,26.0,101.0
tell,8.0,6.0,10.0,35.0,537.0
object,1.0,1.0,3.0,3.0,66.0
sell,1.0,1.0,1.0,0.0,3.0
felt,5.0,13.0,16.0,39.0,357.0
necessari,3.0,2.0,10.0,15.0,195.0
abil,0.0,2.0,2.0,2.0,382.0
recommen,10.0,13.0,16.0,85.0,4350.0
seen,1.0,4.0,4.0,10.0,193.0
upcom,1.0,0.0,0.0,4.0,72.0
scientist,1.0,0.0,1.0,1.0,75.0
embrac,0.0,0.0,0.0,1.0,13.0
marvel,0.0,0.0,0.0,0.0,46.0
touch,1.0,2.0,2.0,6.0,118.0
magnific,0.0,0.0,0.0,0.0,24.0
prerequisit,0.0,0.0,1.0,1.0,37.0
often,6.0,9.0,14.0,11.0,98.0
hear,3.0,7.0,9.0,19.0,240.0
everyday,0.0,0.0,0.0,1.0,217.0
buzzword,0.0,1.0,0.0,1.0,13.0
neuron,0.0,0.0,0.0,1.0,21.0
guid,4.0,4.0,7.0,11.0,454.0
tactic,0.0,0.0,0.0,0.0,26.0
cope,0.0,2.0,4.0,5.0,63.0
age,7.0,5.0,5.0,10.0,546.0
least,4.0,8.0,11.0,12.0,180.0
feet,0.0,0.0,1.0,2.0,22.0
figur,6.0,2.0,1.0,8.0,119.0
suit,0.0,2.0,2.0,9.0,221.0
enhanc,0.0,0.0,0.0,11.0,288.0
willing,0.0,0.0,0.0,1.0,7.0
henc,0.0,1.0,3.0,5.0,37.0
wish,3.0,6.0,11.0,36.0,911.0
health,0.0,0.0,0.0,0.0,54.0
medic,0.0,0.0,0.0,1.0,30.0
tough,1.0,0.0,11.0,20.0,213.0
surprisingli,2.0,0.0,1.0,1.0,27.0
fair,2.0,2.0,4.0,6.0,92.0
download,1.0,2.0,6.0,4.0,69.0
transcript,7.0,16.0,18.0,25.0,27.0
shall,0.0,3.0,3.0,2.0,25.0
revis,1.0,1.0,2.0,5.0,119.0
reinforc,0.0,1.0,1.0,2.0,162.0
obvious,1.0,4.0,2.0,2.0,37.0
allow,4.0,4.0,6.0,8.0,307.0
sorri,5.0,2.0,1.0,3.0,14.0
approv,1.0,0.0,0.0,1.0,13.0
scholarship,0.0,0.0,0.0,0.0,14.0
request,0.0,2.0,2.0,12.0,39.0
buy,0.0,1.0,1.0,1.0,22.0
employe,2.0,0.0,1.0,0.0,39.0
employ,3.0,0.0,1.0,0.0,85.0
drive,0.0,0.0,0.0,1.0,92.0
grate,2.0,1.0,0.0,4.0,414.0
wellpac,0.0,0.0,0.0,0.0,42.0
gentl,0.0,0.0,0.0,0.0,37.0
glimps,0.0,0.0,0.0,2.0,23.0
dynam,1.0,0.0,0.0,1.0,65.0
weekli,0.0,1.0,0.0,0.0,79.0
prepar,3.0,3.0,4.0,9.0,365.0
digest,0.0,1.0,0.0,6.0,171.0
discours,0.0,0.0,0.0,0.0,6.0
fascin,0.0,0.0,0.0,0.0,106.0
fivestar,0.0,0.0,0.0,0.0,6.0
100,2.0,0.0,1.0,2.0,176.0
calm,0.0,0.0,1.0,0.0,58.0
regardless,0.0,0.0,2.0,0.0,84.0
prior,2.0,4.0,7.0,8.0,401.0
stay,1.0,1.0,0.0,3.0,117.0
wide,1.0,0.0,2.0,11.0,98.0
simplifi,1.0,0.0,0.0,3.0,171.0
easiest,0.0,0.0,1.0,2.0,58.0
art,31.0,34.0,58.0,278.0,5753.0
let,33.0,30.0,40.0,90.0,2297.0
linear,0.0,0.0,1.0,0.0,5.0
algebra,0.0,1.0,0.0,0.0,11.0
wasnt,3.0,2.0,11.0,10.0,127.0
20,4.0,4.0,7.0,10.0,119.0
intent,0.0,0.0,1.0,2.0,30.0
seek,2.0,0.0,2.0,4.0,65.0
broaden,0.0,0.0,0.0,1.0,47.0
rememb,2.0,5.0,0.0,6.0,283.0
primarili,0.0,0.0,0.0,1.0,14.0
never,4.0,5.0,4.0,17.0,970.0
jargon,1.0,2.0,2.0,5.0,26.0
neat,0.0,0.0,1.0,4.0,41.0
overli,3.0,0.0,2.0,1.0,7.0
1,25.0,13.0,35.0,39.0,767.0
sad,4.0,0.0,2.0,5.0,52.0
hundr,0.0,0.0,0.0,0.0,10.0
away,5.0,0.0,3.0,9.0,209.0
lol,0.0,0.0,0.0,0.0,19.0
serious,5.0,0.0,0.0,0.0,64.0
intimid,0.0,0.0,0.0,1.0,65.0
deal,1.0,1.0,6.0,10.0,361.0
address,2.0,3.0,1.0,2.0,82.0
broader,0.0,0.0,1.0,4.0,20.0
feed,7.0,5.0,5.0,11.0,74.0
analysi,2.0,1.0,0.0,4.0,948.0
singl,5.0,4.0,4.0,5.0,152.0
sinc,9.0,6.0,9.0,17.0,457.0
sector,1.0,0.0,0.0,1.0,24.0
tackl,1.0,0.0,1.0,1.0,176.0
partner,0.0,1.0,0.0,0.0,6.0
exist,1.0,1.0,4.0,5.0,65.0
fit,3.0,4.0,7.0,12.0,398.0
dilig,0.0,0.0,0.0,0.0,12.0
corpor,1.0,1.0,1.0,6.0,83.0
incorpor,0.0,0.0,1.0,3.0,62.0
organis,0.0,0.0,0.0,6.0,122.0
5,19.0,5.0,20.0,41.0,409.0
integr,1.0,0.0,2.0,3.0,51.0
cant,17.0,9.0,7.0,19.0,580.0
thankyou,0.0,0.0,0.0,5.0,180.0
nontech,1.0,0.0,3.0,19.0,161.0
market,0.0,0.0,1.0,0.0,36.0
rightli,0.0,0.0,0.0,0.0,7.0
hold,2.0,1.0,1.0,3.0,69.0
phd,0.0,0.0,0.0,1.0,43.0
leav,2.0,6.0,3.0,1.0,114.0
solut,7.0,5.0,6.0,18.0,810.0
aid,11.0,8.0,14.0,15.0,428.0
slide,12.0,22.0,34.0,30.0,86.0
techniqu,5.0,5.0,3.0,9.0,1972.0
scare,0.0,0.0,0.0,2.0,53.0
compliment,0.0,0.0,0.0,0.0,15.0
lastli,1.0,2.0,0.0,0.0,25.0
option,2.0,6.0,2.0,16.0,329.0
broad,1.0,2.0,3.0,15.0,162.0
edg,16.0,18.0,29.0,166.0,3452.0
approach,5.0,2.0,4.0,11.0,647.0
meanwhil,0.0,0.0,0.0,0.0,6.0
crisp,0.0,0.0,1.0,2.0,39.0
account,0.0,0.0,1.0,2.0,26.0
extend,0.0,0.0,0.0,2.0,41.0
entir,4.0,6.0,2.0,10.0,245.0
dure,3.0,2.0,5.0,10.0,484.0
member,1.0,0.0,1.0,0.0,64.0
platform,2.0,3.0,1.0,12.0,465.0
dip,0.0,0.0,0.0,0.0,10.0
toe,0.0,0.0,0.0,1.0,28.0
water,1.0,0.0,0.0,0.0,9.0
determin,0.0,1.0,0.0,1.0,29.0
taught,8.0,5.0,16.0,32.0,1448.0
top,20.0,23.0,48.0,113.0,1538.0
mark,3.0,2.0,4.0,11.0,148.0
resum,0.0,0.0,0.0,0.0,21.0
wellstructur,0.0,0.0,2.0,2.0,70.0
primer,0.0,0.0,0.0,3.0,68.0
remov,2.0,3.0,0.0,2.0,34.0
barrier,1.0,0.0,1.0,2.0,23.0
major,3.0,1.0,1.0,6.0,88.0
pilot,0.0,0.0,0.0,2.0,12.0
relearn,0.0,0.0,0.0,0.0,16.0
python,12.0,20.0,45.0,154.0,5499.0
modul,7.0,4.0,8.0,22.0,254.0
smooth,0.0,2.0,1.0,2.0,105.0
transit,0.0,0.0,0.0,0.0,19.0
particularli,1.0,1.0,3.0,5.0,93.0
distinct,0.0,0.0,0.0,0.0,9.0
soul,0.0,0.0,0.0,0.0,8.0
offici,0.0,0.0,0.0,2.0,10.0
name,3.0,4.0,4.0,5.0,143.0
main,8.0,5.0,5.0,22.0,351.0
pitfal,0.0,0.0,1.0,1.0,27.0
theme,0.0,0.0,2.0,0.0,19.0
mooc,1.0,0.0,0.0,4.0,294.0
strateg,1.0,1.0,2.0,3.0,287.0
turn,0.0,4.0,1.0,4.0,167.0
highlight,1.0,1.0,1.0,1.0,65.0
toward,1.0,0.0,6.0,11.0,282.0
outstand,0.0,0.0,2.0,5.0,220.0
thoroughli,1.0,0.0,3.0,9.0,274.0
eager,0.0,1.0,1.0,1.0,121.0
emerg,0.0,0.0,0.0,0.0,10.0
signific,1.0,2.0,2.0,7.0,87.0
model,0.0,1.0,2.0,4.0,45.0
algorithm,0.0,0.0,1.0,9.0,28.0
logic,3.0,0.0,2.0,4.0,239.0
standpoint,0.0,1.0,0.0,0.0,8.0
map,0.0,0.0,0.0,5.0,26.0
workflow,0.0,0.0,0.0,0.0,16.0
vital,0.0,0.0,0.0,0.0,34.0
folk,1.0,0.0,0.0,3.0,35.0
realiti,1.0,0.0,1.0,1.0,26.0
firstli,0.0,0.0,0.0,2.0,16.0
speaker,12.0,18.0,18.0,23.0,121.0
wait,2.0,1.0,3.0,2.0,371.0
spend,8.0,2.0,3.0,3.0,152.0
liter,2.0,2.0,1.0,3.0,140.0
search,3.0,5.0,11.0,17.0,312.0
act,44.0,46.0,77.0,225.0,4577.0
met,21.0,23.0,50.0,90.0,2055.0
truli,1.0,0.0,3.0,5.0,453.0
recogn,0.0,1.0,0.0,2.0,42.0
influenc,0.0,0.0,0.0,1.0,29.0
section,1.0,5.0,6.0,17.0,145.0
justic,0.0,1.0,0.0,0.0,8.0
concern,0.0,3.0,1.0,3.0,51.0
slow,8.0,3.0,4.0,14.0,258.0
draw,0.0,1.0,0.0,5.0,32.0
number,3.0,4.0,4.0,3.0,154.0
graph,0.0,4.0,2.0,9.0,58.0
screen,0.0,0.0,3.0,8.0,28.0
shot,0.0,0.0,2.0,2.0,23.0
refer,2.0,6.0,15.0,24.0,223.0
effect,1.0,7.0,0.0,11.0,1345.0
holist,0.0,0.0,0.0,2.0,25.0
tech,15.0,10.0,26.0,127.0,2861.0
humbl,0.0,0.0,0.0,1.0,35.0
greatest,0.0,0.0,0.0,1.0,61.0
pleasant,0.0,1.0,1.0,2.0,93.0
colleagu,1.0,2.0,1.0,2.0,82.0
condit,0.0,0.0,0.0,1.0,63.0
analyz,0.0,0.0,0.0,2.0,80.0
deploy,0.0,0.0,0.0,2.0,5.0
particular,1.0,3.0,4.0,16.0,183.0
grow,0.0,0.0,2.0,0.0,156.0
fast,4.0,4.0,18.0,29.0,243.0
maravilloso,0.0,0.0,0.0,0.0,12.0
quien,0.0,0.0,0.0,0.0,31.0
oportunidad,0.0,0.0,0.0,1.0,27.0
explica,0.0,1.0,2.0,4.0,202.0
empezar,0.0,0.0,0.0,2.0,40.0
tipo,0.0,0.0,1.0,0.0,18.0
proyecto,0.0,0.0,0.0,0.0,8.0
pued,2.0,0.0,2.0,1.0,88.0
ayudar,0.0,0.0,0.0,0.0,12.0
mejor,0.0,0.0,0.0,3.0,127.0
cada,0.0,0.0,0.0,1.0,52.0
dejar,0.0,0.0,1.0,0.0,5.0
el,98.0,92.0,206.0,759.0,23632.0
va,20.0,24.0,33.0,100.0,2373.0
futuro,0.0,0.0,0.0,0.0,15.0
brinda,0.0,0.0,1.0,1.0,27.0
poder,1.0,0.0,0.0,1.0,55.0
participar,0.0,0.0,0.0,0.0,6.0
dond,0.0,0.0,0.0,0.0,19.0
nuestra,0.0,0.0,0.0,1.0,29.0
optim,1.0,1.0,0.0,1.0,79.0
moreov,4.0,1.0,4.0,3.0,80.0
polit,2.0,2.0,3.0,2.0,12.0
voic,7.0,11.0,26.0,34.0,68.0
inner,0.0,0.0,0.0,1.0,50.0
peac,0.0,0.0,0.0,0.0,12.0
third,2.0,2.0,6.0,7.0,38.0
aiml,0.0,0.0,0.0,0.0,25.0
similar,2.0,1.0,0.0,7.0,77.0
standard,2.0,1.0,3.0,0.0,42.0
break,3.0,0.0,0.0,8.0,225.0
bites,0.0,0.0,0.0,0.0,23.0
chunk,0.0,1.0,4.0,1.0,252.0
