word,star_1,star_2,star_3,star_4,star_5
steep,1.0,0.0,1.0,0.0,5.0
planet,0.0,0.0,0.0,0.0,12.0
espero,1.0,0.0,0.0,0.0,23.0
obten,0.0,0.0,0.0,0.0,9.0
meat,0.0,2.0,0.0,0.0,6.0
philosophi,0.0,0.0,0.0,1.0,13.0
keyword,0.0,0.0,1.0,1.0,11.0
burden,0.0,0.0,0.0,0.0,13.0
applaus,0.0,0.0,0.0,0.0,6.0
analisi,0.0,0.0,0.0,0.0,11.0
lenguaj,0.0,0.0,0.0,2.0,51.0
lazi,1.0,0.0,1.0,0.0,11.0
benifit,0.0,0.0,0.0,0.0,6.0
inici,0.0,0.0,0.0,3.0,71.0
former,0.0,0.0,1.0,1.0,11.0
increment,0.0,0.0,0.0,0.0,14.0
proceso,0.0,0.0,0.0,0.0,33.0
card,1.0,1.0,0.0,0.0,12.0
literatur,0.0,0.0,0.0,2.0,16.0
ambit,0.0,0.0,0.0,0.0,6.0
rudimentari,2.0,1.0,0.0,0.0,7.0
prime,0.0,0.0,0.0,3.0,80.0
classmat,0.0,0.0,0.0,0.0,26.0
rethink,1.0,0.0,0.0,0.0,15.0
damn,0.0,0.0,0.0,0.0,12.0
zu,0.0,0.0,1.0,0.0,6.0
toolkit,0.0,0.0,0.0,0.0,19.0
retador,1.0,0.0,0.0,0.0,6.0
au,82.0,86.0,194.0,293.0,3342.0
father,0.0,0.0,0.0,0.0,8.0
anxiou,0.0,0.0,0.0,0.0,14.0
guest,1.0,1.0,0.0,0.0,36.0
repeatedli,0.0,1.0,0.0,0.0,7.0
wing,2.0,0.0,1.0,0.0,10.0
vibe,0.0,0.0,0.0,0.0,6.0
vedio,0.0,0.0,0.0,1.0,7.0
pensar,0.0,0.0,0.0,0.0,12.0
humour,0.0,0.0,0.0,1.0,47.0
exprienc,0.0,0.0,0.0,0.0,8.0
inter,20.0,31.0,48.0,197.0,4940.0
civil,0.0,0.0,0.0,0.0,8.0
transmit,0.0,0.0,0.0,1.0,18.0
eat,26.0,28.0,81.0,441.0,11568.0
quieren,0.0,0.0,0.0,0.0,7.0
occur,0.0,1.0,0.0,0.0,10.0
quier,0.0,0.0,0.0,0.0,80.0
toll,0.0,0.0,0.0,0.0,6.0
surpass,0.0,0.0,0.0,0.0,6.0
tout,0.0,0.0,0.0,0.0,18.0
mond,0.0,0.0,0.0,0.0,6.0
argu,0.0,1.0,1.0,2.0,19.0
unexpect,1.0,0.0,0.0,1.0,12.0
thouroughli,0.0,0.0,0.0,0.0,7.0
sleep,5.0,0.0,0.0,0.0,76.0
leccion,0.0,0.0,0.0,0.0,7.0
princip,0.0,1.0,3.0,9.0,162.0
soooo,0.0,0.0,0.0,0.0,14.0
suivr,0.0,0.0,0.0,0.0,7.0
quer,0.0,0.0,0.0,3.0,50.0
mail,2.0,0.0,0.0,0.0,24.0
portal,0.0,0.0,0.0,0.0,8.0
meno,0.0,0.0,1.0,0.0,25.0
unconsci,0.0,0.0,0.0,0.0,8.0
wich,0.0,0.0,0.0,0.0,11.0
bigin,0.0,0.0,0.0,0.0,19.0
enfoqu,0.0,0.0,0.0,0.0,7.0
resto,0.0,0.0,0.0,0.0,8.0
coolest,0.0,0.0,0.0,0.0,11.0
adhd,1.0,0.0,0.0,0.0,14.0
co,190.0,185.0,452.0,1769.0,39712.0
stack,0.0,0.0,0.0,0.0,6.0
leant,0.0,0.0,0.0,0.0,6.0
bachelor,0.0,0.0,0.0,0.0,24.0
chemistri,0.0,0.0,0.0,0.0,9.0
accompani,0.0,2.0,1.0,0.0,25.0
yesterday,0.0,0.0,0.0,0.0,9.0
dapprendr,0.0,0.0,0.0,0.0,9.0
grat,2.0,2.0,1.0,6.0,624.0
simplesment,0.0,0.0,0.0,0.0,9.0
sensacion,0.0,0.0,0.0,0.0,9.0
east,4.0,8.0,11.0,12.0,187.0
vey,0.0,1.0,2.0,6.0,76.0
leap,0.0,0.0,1.0,4.0,4.0
jumpstart,0.0,0.0,0.0,0.0,7.0
pave,0.0,0.0,0.0,1.0,8.0
simplement,0.0,1.0,0.0,0.0,9.0
thinker,0.0,0.0,0.0,0.0,5.0
draft,0.0,0.0,0.0,0.0,6.0
learnd,0.0,0.0,0.0,0.0,6.0
accordingli,0.0,0.0,1.0,1.0,10.0
hurri,1.0,1.0,4.0,0.0,5.0
upload,1.0,2.0,1.0,2.0,5.0
hell,1.0,3.0,0.0,3.0,73.0
horribl,9.0,2.0,7.0,3.0,2.0
terribl,14.0,3.0,8.0,4.0,14.0
consequ,0.0,1.0,0.0,0.0,6.0
wors,8.0,5.0,7.0,2.0,5.0
hacker,0.0,1.0,2.0,1.0,8.0
subpar,3.0,2.0,0.0,0.0,2.0
cryptographi,0.0,0.0,1.0,6.0,8.0
poorli,11.0,7.0,2.0,1.0,4.0
drop,2.0,0.0,3.0,1.0,17.0
microphon,3.0,4.0,3.0,6.0,1.0
badli,4.0,4.0,1.0,1.0,2.0
variat,2.0,0.0,0.0,2.0,4.0
cybersecur,4.0,14.0,22.0,80.0,241.0
white,2.0,1.0,1.0,0.0,2.0
unintellig,3.0,2.0,1.0,1.0,0.0
crime,0.0,0.0,1.0,1.0,6.0
firewal,0.0,0.0,1.0,4.0,6.0
pentest,0.0,1.0,1.0,2.0,4.0
forens,0.0,0.0,1.0,1.0,10.0
ello,0.0,0.0,0.0,6.0,161.0
ciberseguridad,0.0,0.0,1.0,5.0,9.0
comic,1.0,1.0,3.0,0.0,3.0
occasion,1.0,1.0,0.0,3.0,9.0
spell,1.0,4.0,1.0,3.0,3.0
childhood,0.0,0.0,0.0,0.0,11.0
middl,1.0,0.0,0.0,2.0,50.0
luckili,0.0,0.0,0.0,1.0,6.0
architectur,0.0,0.0,3.0,3.0,13.0
legal,0.0,0.0,1.0,0.0,6.0
contien,0.0,0.0,0.0,0.0,6.0
wake,1.0,0.0,0.0,0.0,5.0
cia,18.0,11.0,31.0,45.0,1318.0
triad,0.0,0.0,1.0,1.0,4.0
comun,0.0,0.0,0.0,1.0,5.0
malwar,0.0,0.0,1.0,2.0,3.0
combat,0.0,0.0,0.0,1.0,13.0
beat,1.0,1.0,0.0,0.0,30.0
vie,13.0,15.0,33.0,114.0,1786.0
complain,2.0,1.0,1.0,5.0,28.0
teamwork,0.0,0.0,0.0,0.0,8.0
amazon,0.0,0.0,0.0,0.0,10.0
crack,0.0,0.0,0.0,2.0,18.0
mic,6.0,11.0,12.0,14.0,464.0
novo,0.0,0.0,0.0,0.0,8.0
recov,0.0,0.0,0.0,0.0,7.0
protocol,1.0,1.0,1.0,4.0,11.0
aquel,0.0,0.0,0.0,0.0,33.0
child,0.0,0.0,0.0,0.0,105.0
vulner,1.0,0.0,0.0,2.0,3.0
inaud,4.0,9.0,6.0,9.0,2.0
badg,1.0,1.0,2.0,1.0,4.0
3x,1.0,0.0,2.0,0.0,3.0
agradezco,0.0,0.0,0.0,0.0,11.0
avanzar,0.0,0.0,0.0,0.0,6.0
ongo,0.0,0.0,0.0,0.0,11.0
instrutor,0.0,0.0,0.0,0.0,8.0
tengo,0.0,0.0,0.0,0.0,14.0
altament,0.0,0.0,0.0,0.0,10.0
paragraph,0.0,0.0,1.0,1.0,5.0
misspel,0.0,2.0,1.0,5.0,2.0
men,34.0,26.0,49.0,181.0,6759.0
grammar,2.0,2.0,2.0,2.0,5.0
women,0.0,0.0,0.0,1.0,5.0
acronym,1.0,5.0,2.0,4.0,0.0
outdat,1.0,2.0,5.0,11.0,7.0
wherebi,0.0,0.0,0.0,2.0,4.0
downsid,0.0,1.0,1.0,2.0,7.0
green,2.0,0.0,0.0,2.0,8.0
asid,0.0,0.0,2.0,1.0,11.0
respond,4.0,0.0,6.0,3.0,26.0
soup,4.0,4.0,9.0,13.0,21.0
rambl,2.0,2.0,2.0,1.0,2.0
lengthi,1.0,0.0,1.0,1.0,7.0
2018,0.0,3.0,5.0,4.0,2.0
vastli,0.0,0.0,1.0,1.0,7.0
rough,5.0,4.0,11.0,32.0,954.0
ofcours,0.0,0.0,0.0,1.0,9.0
muita,0.0,0.0,0.0,1.0,8.0
sync,0.0,0.0,1.0,3.0,2.0
unenrol,2.0,1.0,0.0,2.0,1.0
publish,0.0,1.0,2.0,2.0,6.0
permi,0.0,0.0,0.0,2.0,41.0
suffer,0.0,0.0,0.0,2.0,28.0
tellement,0.0,0.0,0.0,1.0,3.0
brindan,0.0,0.0,0.0,1.0,5.0
disturb,0.0,0.0,2.0,1.0,3.0
classi,1.0,0.0,0.0,1.0,14.0
halfway,0.0,0.0,1.0,0.0,11.0
trough,0.0,0.0,1.0,0.0,4.0
url,1.0,4.0,13.0,10.0,28.0
bag,1.0,0.0,3.0,0.0,2.0
chore,0.0,0.0,1.0,0.0,5.0
bang,1.0,0.0,1.0,0.0,11.0
viewer,0.0,0.0,1.0,0.0,5.0
schema,0.0,0.0,1.0,0.0,4.0
den,16.0,23.0,33.0,80.0,2069.0
udemi,1.0,2.0,1.0,0.0,5.0
lower,0.0,1.0,2.0,2.0,11.0
cancel,4.0,1.0,0.0,0.0,3.0
variabl,0.0,4.0,0.0,0.0,31.0
49,1.0,1.0,0.0,1.0,3.0
bought,0.0,1.0,0.0,0.0,20.0
esl,0.0,1.0,0.0,0.0,5.0
unrel,0.0,1.0,0.0,0.0,7.0
reluct,0.0,1.0,0.0,0.0,5.0
chosen,1.0,1.0,0.0,0.0,16.0
capston,0.0,1.0,1.0,1.0,8.0
appar,0.0,1.0,1.0,1.0,3.0
secondari,1.0,1.0,0.0,0.0,15.0
suspect,0.0,1.0,0.0,0.0,6.0
ought,7.0,9.0,7.0,24.0,991.0
tank,0.0,1.0,0.0,0.0,5.0
secondli,0.0,1.0,0.0,0.0,5.0
hurt,0.0,1.0,0.0,0.0,7.0
sadli,1.0,0.0,1.0,2.0,5.0
classic,1.0,0.0,0.0,0.0,10.0
confer,2.0,2.0,1.0,0.0,1.0
embarrass,2.0,0.0,0.0,0.0,5.0
chuck,3.0,4.0,14.0,108.0,2437.0
xml,5.0,3.0,18.0,58.0,217.0
json,4.0,4.0,20.0,68.0,250.0
html,1.0,5.0,4.0,13.0,49.0
api,3.0,6.0,21.0,90.0,222.0
pars,1.0,3.0,10.0,21.0,72.0
webpag,0.0,1.0,0.0,0.0,8.0
http,2.0,1.0,2.0,5.0,11.0
tweak,0.0,5.0,2.0,2.0,7.0
geojson,0.0,0.0,1.0,4.0,8.0
soa,0.0,0.0,1.0,1.0,19.0
scrape,1.0,1.0,4.0,17.0,94.0
rude,5.0,0.0,2.0,2.0,3.0
michigan,1.0,2.0,0.0,6.0,323.0
socket,2.0,0.0,6.0,4.0,17.0
retriev,1.0,0.0,1.0,6.0,48.0
server,1.0,0.0,0.0,6.0,21.0
etern,1.0,0.0,0.0,0.0,6.0
tamara,2.0,0.0,0.0,0.0,4.0
labori,0.0,0.0,0.0,0.0,8.0
bound,0.0,0.0,0.0,0.0,12.0
charl,0.0,0.0,2.0,16.0,1327.0
browser,0.0,0.0,0.0,2.0,11.0
calculu,0.0,0.0,0.0,0.0,7.0
ta,115.0,111.0,283.0,806.0,20080.0
xmljson,0.0,0.0,1.0,5.0,7.0
matlab,0.0,0.0,0.0,1.0,24.0
studio,0.0,0.0,0.0,1.0,62.0
editor,0.0,1.0,0.0,0.0,17.0
ide,75.0,79.0,153.0,273.0,3683.0
termin,3.0,4.0,4.0,16.0,160.0
javascript,0.0,0.0,0.0,1.0,13.0
exchang,0.0,0.0,0.0,2.0,13.0
local,0.0,0.0,1.0,0.0,10.0
rice,1.0,3.0,1.0,4.0,32.0
film,0.0,1.0,0.0,0.0,7.0
py4e,1.0,1.0,1.0,2.0,32.0
urllib,0.0,3.0,6.0,7.0,12.0
obstacl,0.0,1.0,1.0,1.0,31.0
inher,0.0,1.0,0.0,2.0,3.0
beautifulsoup,2.0,2.0,6.0,3.0,12.0
wrote,1.0,1.0,1.0,0.0,22.0
suddenli,1.0,0.0,1.0,5.0,11.0
debug,0.0,0.0,0.0,0.0,13.0
drchuck,1.0,0.0,4.0,23.0,318.0
charismat,0.0,0.0,0.0,0.0,18.0
brows,0.0,0.0,1.0,3.0,18.0
return,0.0,0.0,0.0,0.0,44.0
python3,0.0,1.0,0.0,2.0,21.0
string,0.0,0.0,0.0,0.0,9.0
happili,0.0,0.0,0.0,0.0,10.0
regex,0.0,0.0,1.0,6.0,6.0
consciou,0.0,0.0,0.0,0.0,25.0
haha,0.0,0.0,0.0,1.0,7.0
aka,0.0,0.0,0.0,0.0,8.0
18,0.0,3.0,5.0,4.0,10.0
traceback,0.0,0.0,0.0,0.0,12.0
ass,50.0,43.0,108.0,261.0,4093.0
pl,95.0,88.0,217.0,678.0,13522.0
crawler,0.0,0.0,0.0,0.0,6.0
codeacademi,0.0,0.0,0.0,0.0,5.0
submiss,0.0,0.0,1.0,1.0,6.0
aha,0.0,0.0,0.0,1.0,15.0
rekindl,0.0,0.0,0.0,0.0,7.0
companion,0.0,0.0,0.0,0.0,21.0
acced,0.0,0.0,0.0,0.0,7.0
mediant,0.0,0.0,0.0,0.0,5.0
ampliament,0.0,0.0,0.0,0.0,7.0
drcharl,0.0,0.0,0.0,3.0,55.0
tom,2.0,2.0,4.0,6.0,188.0
tougher,0.0,0.0,3.0,7.0,16.0
oauth,0.0,0.0,1.0,5.0,4.0
doc,2.0,0.0,6.0,13.0,121.0
arsen,0.0,0.0,0.0,0.0,9.0
uni,8.0,7.0,4.0,18.0,1107.0
hurdl,0.0,0.0,0.0,0.0,8.0
mrcharl,0.0,0.0,0.0,0.0,24.0
java,0.0,0.0,0.0,1.0,73.0
weird,1.0,0.0,0.0,0.0,5.0
inventor,0.0,0.0,0.0,0.0,9.0
geocod,0.0,0.0,0.0,1.0,5.0
webdata,0.0,0.0,0.0,1.0,5.0
daughter,0.0,0.0,0.0,0.0,29.0
potter,1.0,0.0,0.0,0.0,12.0
russel,0.0,0.0,0.0,1.0,193.0
poner,0.0,0.0,0.0,0.0,11.0
material,0.0,0.0,0.0,1.0,5.0
legendari,0.0,0.0,0.0,0.0,7.0
seemingli,0.0,0.0,0.0,0.0,14.0
noncomput,0.0,0.0,0.0,0.0,9.0
sistema,0.0,0.0,0.0,0.0,10.0
corto,0.0,0.0,0.0,0.0,8.0
entrevista,0.0,0.0,0.0,1.0,9.0
drchuk,0.0,0.0,0.0,0.0,10.0
2x,0.0,0.0,1.0,0.0,14.0
maneira,0.0,0.0,0.0,0.0,15.0
spider,0.0,0.0,1.0,1.0,4.0
russia,0.0,0.0,0.0,0.0,8.0
blindli,0.0,0.0,1.0,0.0,7.0
chuk,0.0,0.0,0.0,0.0,41.0
autograd,1.0,0.0,3.0,3.0,34.0
pythonit,0.0,0.0,0.0,0.0,7.0
supplementari,0.0,0.0,0.0,1.0,14.0
globe,0.0,0.0,0.0,0.0,8.0
subtitulo,0.0,0.0,0.0,0.0,7.0
lector,0.0,0.0,0.0,0.0,10.0
pythonth,0.0,0.0,0.0,0.0,26.0
proff,0.0,0.0,0.0,0.0,6.0
phyton,0.0,0.0,0.0,0.0,15.0
metaphor,0.0,1.0,1.0,0.0,79.0
crazi,0.0,0.0,0.0,0.0,6.0
drchunk,0.0,0.0,0.0,0.0,10.0
cc,19.0,14.0,38.0,112.0,1407.0
vid,72.0,67.0,144.0,281.0,4319.0
charisma,0.0,0.0,0.0,0.0,25.0
glu,0.0,0.0,0.0,1.0,8.0
completament,0.0,0.0,0.0,0.0,6.0
pythonthank,0.0,0.0,0.0,0.0,11.0
grader,0.0,0.0,0.0,1.0,13.0
py,12.0,20.0,45.0,157.0,5531.0
channel,0.0,0.0,0.0,0.0,9.0
contagi,0.0,0.0,0.0,0.0,9.0
courselearnt,0.0,0.0,0.0,0.0,6.0
understandi,0.0,0.0,0.0,0.0,7.0
float,0.0,0.0,0.0,2.0,4.0
auto,1.0,2.0,6.0,9.0,88.0
syntact,0.0,0.0,1.0,1.0,4.0
camera,0.0,0.0,0.0,1.0,10.0
slowpac,1.0,0.0,0.0,1.0,7.0
ebook,0.0,0.0,0.0,3.0,14.0
ssl,0.0,0.0,1.0,5.0,15.0
tryexcept,0.0,0.0,0.0,1.0,9.0
ride,0.0,0.0,1.0,1.0,15.0
grad,11.0,8.0,7.0,19.0,535.0
selfstudi,0.0,0.0,0.0,1.0,11.0
hood,0.0,0.0,0.0,1.0,18.0
mayor,0.0,0.0,0.0,1.0,9.0
thin,26.0,41.0,83.0,212.0,4808.0
excersis,0.0,0.0,0.0,2.0,6.0
inabl,0.0,0.0,0.0,1.0,7.0
tuve,0.0,0.0,0.0,1.0,5.0
phython,0.0,0.0,0.0,1.0,5.0
oop,0.0,1.0,2.0,2.0,121.0
facilitar,0.0,0.0,1.0,0.0,7.0
linea,0.0,0.0,2.0,0.0,9.0
fastpac,0.0,0.0,1.0,0.0,5.0
stupid,2.0,1.0,0.0,1.0,10.0
buildup,0.0,1.0,0.0,0.0,5.0
complejo,0.0,1.0,0.0,0.0,5.0
vece,0.0,1.0,0.0,0.0,8.0
abandon,0.0,1.0,0.0,0.0,5.0
morn,0.0,1.0,0.0,0.0,10.0
pathet,2.0,1.0,1.0,0.0,8.0
swim,1.0,0.0,0.0,0.0,5.0
quirki,0.0,0.0,0.0,0.0,11.0
harri,1.0,0.0,0.0,0.0,12.0
judg,0.0,0.0,1.0,0.0,5.0
fight,0.0,0.0,0.0,1.0,27.0
dog,1.0,0.0,0.0,0.0,10.0
atom,0.0,0.0,0.0,0.0,25.0
bla,3.0,2.0,1.0,1.0,21.0
basicsi,0.0,0.0,0.0,0.0,6.0
indent,0.0,0.0,0.0,0.0,11.0
inton,0.0,0.0,0.0,0.0,10.0
wrongveri,0.0,0.0,0.0,0.0,10.0
passfail,0.0,0.0,0.0,0.0,6.0
chase,0.0,0.0,0.0,0.0,7.0
dabbl,0.0,0.0,0.0,0.0,11.0
weve,0.0,0.0,0.0,1.0,8.0
biolog,0.0,0.0,0.0,1.0,42.0
codecademi,0.0,0.0,0.0,0.0,6.0
tear,0.0,0.0,0.0,0.0,5.0
playground,0.0,0.0,0.0,0.0,10.0
guido,0.0,0.0,0.0,0.0,20.0
rossum,0.0,0.0,0.0,0.0,18.0
unlearn,0.0,0.0,0.0,0.0,14.0
highschool,0.0,1.0,0.0,0.0,18.0
vba,0.0,0.0,0.0,0.0,8.0
blew,0.0,0.0,0.0,0.0,7.0
massimo,0.0,0.0,0.0,0.0,7.0
banzi,0.0,0.0,0.0,0.0,7.0
arduino,0.0,0.0,0.0,0.0,9.0
pythonista,0.0,0.0,0.0,0.0,10.0
snape,0.0,0.0,0.0,0.0,13.0
witti,0.0,0.0,0.0,0.0,10.0
reserv,0.0,0.0,0.0,0.0,7.0
music,0.0,0.0,0.0,0.0,17.0
reson,0.0,0.0,0.0,1.0,12.0
imo,0.0,0.0,0.0,1.0,36.0
charless,0.0,0.0,0.0,0.0,11.0
youth,0.0,0.0,0.0,0.0,10.0
escap,0.0,0.0,0.0,0.0,9.0
uk,0.0,0.0,0.0,0.0,47.0
anecdot,0.0,0.0,0.0,0.0,6.0
52,0.0,0.0,0.0,0.0,12.0
mihaela,0.0,0.0,0.0,0.0,8.0
mack,0.0,0.0,0.0,0.0,7.0
memoris,0.0,0.0,0.0,0.0,13.0
linguagem,0.0,0.0,0.0,0.0,11.0
15x,0.0,1.0,0.0,0.0,8.0
pool,0.0,0.0,0.0,0.0,7.0
unfold,0.0,0.0,0.0,0.0,6.0
ingrain,0.0,0.0,0.0,1.0,9.0
coisa,0.0,0.0,0.0,0.0,10.0
programar,0.0,0.0,0.0,0.0,29.0
divertida,0.0,0.0,0.0,0.0,8.0
relay,0.0,0.0,0.0,0.0,6.0
dust,2.0,1.0,3.0,21.0,209.0
rusti,0.0,0.0,0.0,0.0,10.0
recollect,0.0,0.0,0.0,0.0,8.0
chines,0.0,0.0,0.0,0.0,13.0
inp,0.0,0.0,2.0,5.0,56.0
num,3.0,4.0,4.0,4.0,185.0
capacidad,0.0,0.0,0.0,0.0,11.0
reaffirm,0.0,0.0,0.0,0.0,7.0
programacion,0.0,0.0,0.0,0.0,9.0
uc,83.0,87.0,183.0,540.0,14244.0
severu,0.0,0.0,0.0,0.0,10.0
mood,0.0,0.0,0.0,0.0,9.0
chunck,1.0,0.0,0.0,0.0,5.0
nuestro,0.0,0.0,0.0,0.0,22.0
pyhton,0.0,0.0,0.0,1.0,17.0
amena,0.0,0.0,0.0,0.0,8.0
pythoni,0.0,0.0,0.0,0.0,28.0
slytherin,0.0,0.0,0.0,0.0,13.0
2015,0.0,0.0,0.0,0.0,6.0
offlin,0.0,0.0,0.0,0.0,8.0
younger,0.0,0.0,0.0,1.0,35.0
31,0.0,0.0,0.0,0.0,7.0
ineffect,0.0,0.0,0.0,1.0,21.0
endors,0.0,0.0,0.0,0.0,7.0
nonprogram,0.0,0.0,0.0,0.0,36.0
ansioso,0.0,0.0,0.0,0.0,6.0
drsever,0.0,0.0,0.0,0.0,11.0
quanto,0.0,0.0,0.0,0.0,7.0
dread,0.0,0.0,0.0,1.0,10.0
busca,0.0,0.0,0.0,0.0,16.0
defeat,1.0,0.0,0.0,0.0,8.0
ponder,0.0,0.0,0.0,0.0,6.0
profcharl,0.0,0.0,0.0,0.0,9.0
focuss,0.0,0.0,0.0,0.0,10.0
easyunderstand,0.0,0.0,0.0,0.0,7.0
credibl,0.0,0.0,0.0,0.0,8.0
feito,0.0,0.0,0.0,1.0,12.0
pinpoint,0.0,0.0,0.0,0.0,9.0
wayi,0.0,0.0,0.0,0.0,7.0
biologist,0.0,0.0,0.0,0.0,6.0
stem,3.0,1.0,3.0,19.0,262.0
chill,0.0,0.0,0.0,0.0,6.0
lapprentissag,0.0,0.0,0.0,0.0,8.0
belt,0.0,0.0,0.0,0.0,6.0
grata,0.0,0.0,0.0,0.0,7.0
dest,0.0,0.0,1.0,1.0,44.0
gustado,0.0,0.0,0.0,0.0,9.0
blue,0.0,0.0,0.0,0.0,7.0
ajuda,0.0,0.0,0.0,0.0,6.0
puedan,0.0,0.0,0.0,0.0,6.0
permiten,0.0,0.0,0.0,0.0,8.0
chemic,1.0,0.0,0.0,0.0,7.0
commenc,0.0,0.0,0.0,0.0,6.0
neurosci,1.0,0.0,0.0,0.0,116.0
mrchuck,0.0,0.0,0.0,0.0,8.0
empathet,0.0,0.0,0.0,0.0,6.0
hilari,0.0,0.0,0.0,0.0,7.0
conseguir,0.0,0.0,0.0,0.0,5.0
respecto,0.0,0.0,0.0,0.0,6.0
pythonthi,0.0,0.0,0.0,0.0,6.0
adecuado,0.0,0.0,0.0,0.0,7.0
pursuit,0.0,0.0,0.0,0.0,21.0
zeal,0.0,0.0,0.0,0.0,7.0
hubiera,0.0,0.0,0.0,0.0,10.0
espectacular,0.0,0.0,0.0,0.0,10.0
freshmen,0.0,0.0,0.0,0.0,8.0
sooooo,0.0,0.0,0.0,0.0,7.0
press,4.0,4.0,6.0,15.0,414.0
agrad,0.0,0.0,0.0,0.0,41.0
vishnu,0.0,0.0,0.0,0.0,3.0
estudar,0.0,0.0,0.0,0.0,9.0
law,1.0,2.0,0.0,1.0,41.0
friday,0.0,0.0,0.0,0.0,7.0
excepcion,0.0,0.0,0.0,0.0,8.0
connaiss,0.0,0.0,0.0,0.0,6.0
musthav,0.0,0.0,0.0,0.0,10.0
boon,0.0,0.0,0.0,0.0,8.0
ensina,0.0,0.0,0.0,0.0,6.0
willpow,0.0,0.0,0.0,0.0,9.0
mnemon,0.0,0.0,0.0,0.0,11.0
illus,1.0,0.0,2.0,2.0,170.0
endear,0.0,0.0,0.0,0.0,7.0
french,0.0,0.0,0.0,0.0,8.0
aluno,0.0,0.0,0.0,0.0,5.0
lifechang,0.0,0.0,0.0,0.0,31.0
freshen,0.0,0.0,0.0,0.0,6.0
happier,0.0,0.0,0.0,0.0,14.0
palac,0.0,0.0,0.0,1.0,43.0
nelson,0.0,0.0,0.0,1.0,4.0
delli,0.0,0.0,0.0,1.0,4.0
lhtl,0.0,0.0,0.0,1.0,26.0
scott,0.0,0.0,0.0,1.0,6.0
terri,14.0,3.0,8.0,6.0,323.0
pomodoro,0.0,1.0,1.0,0.0,216.0
battl,0.0,1.0,0.0,0.0,11.0
interleav,0.0,1.0,0.0,0.0,35.0
diffus,1.0,1.0,0.0,0.0,140.0
oakley,0.0,0.0,0.0,1.0,989.0
terrenc,0.0,0.0,0.0,0.0,371.0
sejnowski,0.0,0.0,2.0,0.0,567.0
defus,0.0,0.0,0.0,0.0,6.0
longterm,0.0,0.0,0.0,0.0,25.0
anki,0.0,0.0,1.0,0.0,16.0
imped,0.0,0.0,2.0,1.0,3.0
zombi,0.0,0.0,1.0,0.0,51.0
depress,0.0,0.0,0.0,0.0,6.0
terenc,0.0,0.0,0.0,0.0,18.0
iq,6.0,5.0,3.0,13.0,2068.0
barb,1.0,1.0,0.0,2.0,1235.0
pomodora,0.0,0.0,0.0,0.0,5.0
droakley,0.0,0.0,0.0,0.0,9.0
babara,0.0,0.0,0.0,1.0,10.0
groundbreak,0.0,0.0,0.0,1.0,5.0
subconsci,0.0,0.0,1.0,0.0,11.0
preach,0.0,1.0,0.0,0.0,19.0
ineffici,0.0,0.0,0.0,0.0,16.0
einstellung,0.0,0.0,0.0,0.0,27.0
cajal,0.0,0.0,0.0,0.0,6.0
keith,0.0,0.0,0.0,0.0,7.0
oak,0.0,0.0,0.0,1.0,1012.0
neurobiolog,0.0,0.0,0.0,0.0,6.0
mieux,0.0,0.0,0.0,0.0,8.0
bout,0.0,0.0,0.0,1.0,6.0
mon,12.0,10.0,7.0,12.0,424.0
dapprentissag,0.0,0.0,0.0,0.0,7.0
drterrenc,0.0,0.0,0.0,0.0,18.0
selfhelp,0.0,0.0,0.0,0.0,10.0
minitest,0.0,0.0,0.0,0.0,10.0
teen,0.0,0.0,1.0,0.0,27.0
physiolog,0.0,0.0,0.0,0.0,7.0
procastin,0.0,0.0,0.0,0.0,15.0
vampir,0.0,0.0,0.0,0.0,8.0
impostor,0.0,0.0,0.0,0.0,8.0
meta,0.0,1.0,1.0,0.0,90.0
california,0.0,0.0,0.0,0.0,15.0
disfrut,0.0,0.0,0.0,0.0,6.0
nonacadem,0.0,0.0,1.0,0.0,5.0
sport,1.0,0.0,0.0,0.0,13.0
treasur,0.0,0.0,0.0,0.0,12.0
terranc,0.0,0.0,0.0,0.0,25.0
neurolog,0.0,0.0,0.0,0.0,40.0
har,31.0,29.0,57.0,132.0,2658.0
selfimprov,0.0,0.0,0.0,0.0,11.0
overlearn,0.0,0.0,0.0,0.0,10.0
roadblock,0.0,0.0,0.0,0.0,6.0
sooth,0.0,0.0,0.0,0.0,9.0
drterri,0.0,0.0,0.0,0.0,7.0
mindshift,0.0,0.0,0.0,0.0,37.0
drbarbara,0.0,0.0,0.0,0.0,29.0
schooler,0.0,0.0,0.0,0.0,6.0
senjowski,0.0,0.0,0.0,0.0,6.0
barabara,0.0,0.0,0.0,0.0,9.0
neuroscientif,0.0,0.0,0.0,0.0,10.0
german,0.0,0.0,0.0,0.0,9.0
ba,76.0,74.0,151.0,319.0,7510.0
conquer,0.0,0.0,0.0,0.0,7.0
tard,0.0,0.0,0.0,0.0,6.0
estudiando,0.0,0.0,0.0,0.0,8.0
dose,0.0,0.0,1.0,0.0,8.0
unleash,0.0,0.0,0.0,0.0,8.0
rut,0.0,0.0,0.0,0.0,55.0
interviewe,0.0,0.0,0.0,0.0,7.0
hobbi,0.0,0.0,0.0,0.0,11.0
selfesteem,0.0,0.0,0.0,0.0,6.0
counterproduct,0.0,0.0,0.0,0.0,6.0
ucsd,0.0,0.0,0.0,0.0,6.0
barbra,0.0,0.0,0.0,0.0,39.0
oakli,0.0,0.0,0.0,0.0,14.0
